+-----+--------------------------------------------------------------------------------------------------------------------------------------------------------------+----------+
| id  | titulo                                                                                                                                                       | curso_id |
| 620 | Incidencia de luxación postoperatoria en artroplastia total de cadera con asistencia robótica                                                                |       10 |
| 621 | Conversión de artrodesis de cadera a un reemplazo total de cadera asistida por brazo robótico MAKO reporte de caso                                           |       10 |
| 623 | Pseudoartrosis congénita de clavícula y su manejo individual. Reporte de caso                                                                                |       10 |
| 624 | Técnica para una fijación endomedular exitosa en una fractura de fémur atípica: Reporte de un caso                                                           |       10 |
| 625 | Opciones de tratamiento en luxofractura carpometacarpiana: Serie de casos y recomendaciones                                                                  |       10 |
| 627 | RESULTADO FUNCIONAL EN LOS PACIENTES INTERVENIDOS DE RECONSTRUCCIÓN DEL LIGAMENTO CRUZADO ANTERIOR CON USO DE AUTOINJERTO DE HUESO TENDÓN HUESO VS. IS       |       10 |
| 628 | REEMPLAZO DE FÉMUR TOTAL EN PACIENTE CON OSTEOMIELITIS CRÓNICA EN CLÍNICA SAN JOSÉ, CÚCUTA. REPORTE DE CASO                                                  |       10 |
| 629 | Reemplazo Total de Rodilla con un Sistema de Navegación Basado en Acelerómetro mejora la alineación de la rodilla: una alternativa práctica.                 |       10 |
| 630 | NDOPRÓTESIS TOTAL DE HÚMERO Y ARTROPLASTIA DE CODO: REPORTE DE CASO                                                                                          |       10 |
| 631 | Tratamiento de defectos osteocondrales de rodilla en conejos con medios condicionados de células madre mesenquimales                                         |       10 |
| 632 | Evaluación de la marcha pre y posquirúrgica en un reemplazo total de tobillo                                                                                 |       10 |
| 633 | Lipomatosis sinovial difusa e hipoplasia de los meniscos en un paciente adolescente                                                                          |       10 |
| 634 | Satisfacción de pacientes con reemplazo total de rodilla bilateral: comparación entre técnica manual y asistida por brazo robótico                           |       10 |
| 635 | Aumentación glenoidea para inestabilidad posterior de hombro - Bloque óseo con injerto de cresta iliaca                                                      |       10 |
| 636 | ABORDAJE MÍNIMAMENTE INVASIVO DE FRACTURA INESTABLE DE PELVIS TILE B1, YOUNG-BURGUESS TIPO 3 EN PACIENTE ANCIANA.                                            |       10 |
| 637 | Reconstrucción de  fémur con fractura diafisiaria  izquierda  secundario a  múltiples  complicaciones  de  la osteosíntesis   con   clavo endomedular.       |       10 |
| 638 | Historia de Cirugía de Hombro en Colombia                                                                                                                    |       10 |
| 669 | Tratamiento quirúrgico de la deformidad espinal en el síndrome de Prune Belly: reporte de un caso.                                                           |       10 |
+-----+--------------------------------------------------------------------------------------------------------------------------------------------------------------+----------+
tengo
 trabajosC_trabajos_has_evaluadores 

 mysql> desc trabajosC_trabajos_has_evaluadores;
+------------------+----------+------+-----+---------+----------------+
| Field            | Type     | Null | Key | Default | Extra          |
+------------------+----------+------+-----+---------+----------------+
| id               | bigint   | NO   | PRI | NULL    | auto_increment |
| calificacion     | double   | YES  |     | NULL    |                |
| fecha_evaluacion | date     | YES  |     | NULL    |                |
| evaluador_id     | bigint   | YES  | MUL | NULL    |                |
| trabajo_id       | bigint   | YES  | MUL | NULL    |                |
| comentario       | longtext | YES  |     | NULL    |                |
+------------------+----------+------+-----+---------+----------------+


 trabajosC_trabajos 
 mysql> desc trabajosC_trabajos;
+--------------------------+--------------+------+-----+---------+----------------+
| Field                    | Type         | Null | Key | Default | Extra          |
+--------------------------+--------------+------+-----+---------+----------------+
| id                       | bigint       | NO   | PRI | NULL    | auto_increment |
| tipo_trabajo             | varchar(45)  | NO   |     | NULL    |                |
| subtipo_trabajo          | varchar(45)  | YES  |     | NULL    |                |
| titulo                   | varchar(150) | NO   |     | NULL    |                |
| observaciones            | longtext     | YES  |     | NULL    |                |
| resumen_esp              | longtext     | NO   |     | NULL    |                |
| resumen_ingles           | longtext     | NO   |     | NULL    |                |
| fecha_subida             | datetime(6)  | NO   |     | NULL    |                |
| fecha_modificacion       | date         | YES  |     | NULL    |                |
| Autor_correspondencia_id | bigint       | NO   | MUL | NULL    |                |
| curso_id                 | bigint       | NO   | MUL | NULL    |                |
| institucion_principal_id | bigint       | NO   | MUL | NULL    |                |
| modificado_por_id        | int          | YES  | MUL | NULL    |                |
| calificacion             | double       | YES  |     | NULL    |                |
| identificador            | varchar(45)  | YES  |     | NULL    |                |
| siglasTrabajo            | varchar(5)   | YES  |     | NULL    |                |
+--------------------------+--------------+------+-----+---------+----------------+


 SELECT e.*
FROM trabajosC_trabajos_has_evaluadores te
JOIN trabajosC_trabajos t ON te.trabajo_id = t.id
JOIN evaluadores e ON te.evaluador_id = e.id
WHERE t.curso_id = 10;

select te.trabajo_id,t.titulo,t.curso_id from trabajosC_trabajos_has_evaluadores te JOIN
trabajosC_trabajos t On te.trabajo_id = t.id where t.curso_id = 10; 
